merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud
fraud_McDermott-Weimann,grocery_pos,60.93,M,Alton,IA,51003,42.9782,-96.0173,1700,"Engineer, land",19/12/2001,42.875048,-96.115151,0
fraud_Kris-Padberg,shopping_pos,726.27,F,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,30/12/2004,39.382013,-96.250839,0
fraud_Quitzon-Goyette,home,79.65,M,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,30/07/1980,34.542326,-101.575391,0
fraud_Wuckert-Goldner,home,78.86,F,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",6/9/1988,36.972485,-106.422968,0
"fraud_Mueller, Gerhold and Mueller",health_fitness,80.93,F,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,3/7/1979,26.990639,-81.525574,0
"fraud_Hyatt, Russel and Gleichner",health_fitness,93.79,F,Paxton,MA,1612,42.3066,-71.9202,4845,Accounting technician,14/09/1926,42.554334,-72.04008,0
"fraud_Fadel, Mertz and Rippin",entertainment,73.85,M,Lahoma,OK,73754,36.385,-98.0727,1078,Podiatrist,6/10/1989,35.934008,-97.135422,0
"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,2.44,M,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22/01/1978,44.788805,-87.116233,0
"fraud_Zemlak, Tillman and Cremin",personal_care,12.18,F,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,16/08/1993,38.450824,-100.742249,0
"fraud_Monahan, Hermann and Johns",travel,2.51,M,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,21/02/1966,39.889697,-121.527893,0
"fraud_Bins, Balistreri and Beatty",shopping_pos,8.99,F,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",25/02/1990,42.196971,-75.979954,0
fraud_Bechtelar-Rippin,food_dining,62.89,M,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,21/06/1990,40.327452,-80.642826,0
fraud_Cormier LLC,shopping_net,17.39,F,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,7/10/1993,35.602449,-76.343885,0
fraud_Auer-West,shopping_net,8.95,F,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,12/11/1996,39.921965,-83.784354,0
"fraud_Dare, Fritsch and Zboncak",health_fitness,20.86,M,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,26/06/1926,36.553111,-82.320966,0
fraud_Shanahan-Lehner,personal_care,25.88,M,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,15/07/1954,43.178863,-95.170357,0
"fraud_Watsica, Haag and Considine",shopping_pos,7.92,F,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",9/8/1972,39.733796,-78.557585,0
fraud_Connelly-Carter,home,48.97,F,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,27/10/1974,38.227183,-90.259707,0
"fraud_Moen, Reinger and Murphy",grocery_pos,76.12,M,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,14/09/2003,31.673215,-83.363747,0
fraud_Botsford and Sons,home,76.35,F,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",20/11/1992,32.062602,-92.269106,0
"fraud_O'Connell, Botsford and Hand",home,78.09,F,Tampa,FL,33620,28.06,-82.4079,717255,Waste management officer,16/09/1966,28.941318,-83.040437,0
"fraud_Hettinger, McCullough and Fay",home,43.34,F,Jay,FL,32565,30.8985,-87.1332,5719,Higher education careers adviser,5/11/1994,30.112409,-86.724776,0
fraud_Rempel Inc,shopping_net,3.95,F,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",16/12/1977,31.110574,-90.289809,0
fraud_Berge-Ullrich,home,14.23,F,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,13/09/1972,40.972769,-78.904691,0
fraud_Auer LLC,personal_care,7.63,M,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,3/7/1984,39.783716,-77.598276,0
fraud_Altenwerth-Kilback,home,78.41,M,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",20/06/1986,40.994732,-81.10493,0
fraud_Lynch Ltd,shopping_pos,9.67,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13/02/1987,23.85843,-82.291826,0
fraud_Kulas Group,health_fitness,36.06,M,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",11/6/1958,32.244113,-89.828822,0
fraud_Abbott-Steuber,personal_care,18.84,M,Newton,NH,3858,42.8678,-71.042,4603,"Therapist, music",7/12/1952,43.471787,-70.562851,0
fraud_Corwin-Romaguera,travel,8.59,M,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,29/07/1998,42.126353,-74.239112,0
fraud_Ruecker-Mayert,kids_pets,4.16,M,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1/7/1997,40.100904,-76.870929,0
fraud_Homenick LLC,personal_care,6.21,F,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,11/9/1995,29.680448,-95.971357,0
fraud_Baumbach Ltd,personal_care,34.49,F,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,17/07/1989,39.10576,-94.165034,0
fraud_Bahringer-Streich,food_dining,30.52,F,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",3/1/1972,39.352712,-90.668659,0
"fraud_Champlin, Rolfson and Connelly",travel,2.97,F,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",12/7/1926,32.47766,-81.295712,0
"fraud_Hauck, Dietrich and Funk",kids_pets,8.3,F,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,18/04/1972,39.58606,-93.032929,0
fraud_Yost-Rogahn,personal_care,41.92,M,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,14/03/1970,38.646387,-79.517559,0
fraud_Bernier and Sons,kids_pets,53.23,F,Achille,OK,74720,33.8396,-96.3648,608,Seismic interpreter,27/05/1993,33.172612,-97.120762,0
"fraud_Crist, Jakubowski and Littel",home,58.22,F,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,20/11/1974,43.766892,-91.785688,0
fraud_Harris Group,food_dining,64.02,M,Orr,MN,55771,48.1439,-92.8561,1680,Horticultural therapist,10/12/1976,47.606218,-92.665591,0
"fraud_Conroy, Balistreri and Gorczany",health_fitness,144.85,M,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",18/05/1980,42.616075,-82.843803,0
"fraud_Douglas, DuBuque and McKenzie",travel,6.93,F,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",6/9/1988,36.652615,-105.884174,0
fraud_Kilback and Sons,entertainment,71.46,F,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,13/06/1951,30.739202,-91.034207,0
fraud_Schumm PLC,health_fitness,43.72,M,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,25/07/1955,41.222027,-84.687338,0
"fraud_Streich, Dietrich and Barton",shopping_net,159.88,M,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13/06/2000,34.615008,-91.039547,0
"fraud_Hettinger, McCullough and Fay",home,10.57,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",9/11/1939,64.013616,-166.464422,0
fraud_Kilback and Sons,entertainment,7.05,M,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1/4/1973,35.336161,-86.633839,0
"fraud_Crist, Jakubowski and Littel",home,21.48,F,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",14/12/1976,46.258964,-97.493207,0
fraud_Reilly and Sons,health_fitness,24.57,F,Sheffield,MA,1257,42.1001,-73.3611,2121,Radio producer,14/10/1973,41.348088,-73.045345,0
fraud_Fritsch LLC,travel,6.28,M,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,19/03/1968,34.252242,-80.150893,0
fraud_Stark-Batz,entertainment,54.73,F,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,12/4/1976,44.391294,-69.051934,0
"fraud_Schneider, Hayes and Nikolaus",food_dining,8.96,M,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,2/3/1956,42.945858,-70.208226,0
fraud_Waters-Cruickshank,health_fitness,7.44,F,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22/09/1997,41.787314,-80.071383,0
fraud_Stark-Koss,home,3.36,M,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,27/12/1999,28.606668,-94.563948,0
"fraud_Schoen, Nienow and Bauch",personal_care,158.19,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18/06/1985,43.564357,-83.884926,0
"fraud_Crist, Jakubowski and Littel",home,23.22,F,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,22/10/1991,36.75952,-81.46243,0
fraud_Hirthe-Beier,health_fitness,107.33,M,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,1/11/1969,41.388424,-77.52076,0
fraud_Jast and Sons,food_dining,95.02,F,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,18/09/1980,38.304704,-81.984988,0
"fraud_O'Reilly, Mohr and Purdy",home,136.79,M,Valentine,NE,69201,42.8062,-100.6215,4005,Network engineer,15/03/1945,41.82854,-101.344544,0
fraud_Kirlin and Sons,personal_care,37.5,M,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13/06/2000,35.16467,-91.827863,0
fraud_Hills-Witting,shopping_net,7.46,F,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",24/07/1983,30.08204,-97.149738,0
"fraud_Welch, Rath and Koepp",entertainment,17.81,M,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,3/4/1946,40.863951,-80.825986,0
fraud_Romaguera Ltd,health_fitness,56.05,M,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",5/7/1993,41.404717,-73.59462,0
fraud_Pacocha-O'Reilly,grocery_pos,76.4,M,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,10/7/2001,39.43449,-82.674124,0
"fraud_Kling, Howe and Schneider",home,23.13,F,Skytop,PA,18357,41.2336,-75.2389,104,Financial trader,25/08/1927,41.681155,-74.581516,0
fraud_Shields-Wunsch,health_fitness,74.5,M,Hampton,FL,32044,29.8575,-82.1483,2060,Oncologist,10/11/1983,30.348702,-82.795142,0
"fraud_Gutmann, McLaughlin and Wiza",home,13.83,F,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,24/04/1949,46.329617,-96.605007,0
fraud_Jewess LLC,shopping_pos,4.93,F,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20/11/1970,32.588046,-87.026843,0
fraud_Terry Ltd,home,42.86,M,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",8/9/1938,36.483501,-91.828252,0
fraud_Kuphal-Toy,food_dining,7.51,M,Cross Plains,TX,76443,32.1482,-99.1872,1897,Chief Operating Officer,19/04/1953,32.532258,-98.701948,0
"fraud_Streich, Rolfson and Wilderman",kids_pets,26.66,F,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,18/09/1980,38.489152,-82.168667,0
fraud_Mayert Group,shopping_pos,14.61,F,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",29/03/1981,41.087248,-87.421178,0
"fraud_Watsica, Haag and Considine",shopping_pos,3.58,F,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,13/10/1991,41.96837,-75.8046,0
fraud_Gerhold LLC,home,56.85,F,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",6/7/1952,36.063374,-98.200293,0
fraud_Stamm-Rodriguez,misc_pos,1.52,M,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,21/12/1980,41.486812,-74.632225,0
fraud_Gottlieb-Hansen,personal_care,20.19,M,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,8/12/1953,36.492644,-81.716569,0
fraud_Lynch-Wisozk,home,76.69,M,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,8/2/1989,33.920921,-86.528202,0
fraud_Hudson-Grady,shopping_pos,2.31,F,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,9/6/2000,40.044477,-80.911838,0
fraud_Wilkinson PLC,kids_pets,105.98,M,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18/07/1972,35.427854,-106.047715,0
fraud_Auer LLC,personal_care,17.18,F,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,17/12/1986,40.430663,-77.593511,0
fraud_Skiles LLC,home,75.9,M,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",11/9/1993,42.588636,-107.756411,0
fraud_Pacocha-Bauch,shopping_pos,1.79,F,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",24/06/1979,39.40402,-82.690521,0
fraud_Pollich LLC,home,47.71,F,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,2/11/1971,31.692514,-87.307644,0
"fraud_Koss, McLaughlin and Mayer",food_dining,91.15,M,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,7/5/2003,39.251486,-90.632555,0
"fraud_Lehner, Reichert and Mills",misc_pos,1.61,F,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,24/12/1974,39.403388,-88.452932,0
fraud_Abbott-Steuber,personal_care,10.29,M,East Rochester,NY,14445,43.1128,-77.4906,8019,Retail buyer,26/06/1928,42.210559,-77.699198,0
"fraud_Dare, Casper and Bartoletti",kids_pets,52.39,M,El Paso,TX,79906,31.8092,-106.4247,749635,Market researcher,21/01/1973,32.516262,-106.801932,0
fraud_Turcotte-Halvorson,misc_pos,2.86,M,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,27/05/1973,41.739399,-78.808358,0
fraud_Ernser-Lynch,food_dining,151.82,F,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",23/06/1934,25.298605,-82.494503,0
"fraud_Ritchie, Bradtke and Stiedemann",travel,6.76,F,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,14/11/1973,34.595696,-81.788595,0
fraud_Kautzer and Sons,personal_care,33.38,M,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,1/5/1948,36.465963,-96.120209,0
"fraud_Berge, Kautzer and Harris",personal_care,204.24,M,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",6/3/1978,36.154737,-86.006697,0
fraud_Waelchi-Wolf,kids_pets,60.15,M,Thornville,OH,43076,39.8974,-82.4071,9051,Audiological scientist,8/1/1983,39.666671,-81.654492,0
fraud_Lubowitz-Walter,kids_pets,43.22,F,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),3/6/1984,33.947067,-81.960936,0
fraud_Dibbert and Sons,entertainment,15.56,M,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",11/10/1975,44.79554,-85.991439,0
"fraud_Weimann, Kuhic and Beahan",shopping_pos,3.17,F,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",19/10/1977,36.738108,-82.464624,0
fraud_Breitenberg LLC,travel,2.85,M,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22/08/1997,43.192064,-69.522984,0
fraud_Waelchi-Wolf,kids_pets,62.25,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,19/07/1974,41.602499,-73.730697,0
fraud_Skiles LLC,home,12.4,F,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,23/11/1997,45.356293,-89.035623,0
fraud_Bins-Tillman,entertainment,170.7,F,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,7/2/1984,31.533959,-84.625993,0
fraud_Erdman-Schaden,personal_care,8.01,F,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,5/12/1974,32.357821,-81.53158,0
fraud_Ernser-Feest,home,147.14,F,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,15/09/1969,31.019741,-102.590913,0
fraud_Kilback Group,food_dining,21.62,F,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,26/06/1955,44.542284,-97.158494,0
fraud_Dietrich-Fadel,health_fitness,56.38,M,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",3/12/1985,30.270179,-93.827805,0
fraud_Roberts-Beahan,misc_pos,113.4,M,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,14/06/1977,34.712499,-85.815088,0
fraud_Fadel-Hilpert,health_fitness,69.8,M,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",6/1/1942,49.119269,-96.908574,0
fraud_Rau-Robel,kids_pets,86.65,M,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,22/09/1973,33.324065,-117.64362,0
fraud_Waters-Cruickshank,health_fitness,95.08,F,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",16/12/1984,28.872906,-96.313917,0
fraud_Waters-Cruickshank,health_fitness,33.44,F,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,20/02/2000,48.887314,-93.190057,0
fraud_Weber and Sons,food_dining,60.55,M,Parks,AZ,86018,35.2563,-111.95,759,"Geologist, engineering",28/03/1957,35.362987,-111.141805,0
fraud_Gibson-Deckow,entertainment,14.35,F,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,37.608053,-87.066133,0
fraud_Monahan-Morar,personal_care,7.59,M,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,5/3/1999,33.240432,-91.369108,0
"fraud_Hermiston, Pacocha and Smith",health_fitness,14.68,F,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,17/12/1989,47.131819,-101.150377,0
fraud_Schmidt and Sons,shopping_net,6,F,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,8/4/1993,33.886966,-92.157426,0
fraud_Heathcote LLC,shopping_net,6.27,F,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,24/01/1990,29.424523,-85.152799,0
"fraud_Medhurst, Cartwright and Ebert",personal_care,3.21,M,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,30/08/1967,32.666719,-105.125492,0
fraud_Eichmann-Kilback,home,79.81,M,Irwinton,GA,31042,32.8088,-83.174,1841,Film/video editor,1/6/1975,33.098431,-82.705049,0
fraud_Kulas Group,health_fitness,60.99,M,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22/01/1978,44.348521,-87.620979,0
fraud_Crooks and Sons,personal_care,79.7,M,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,7/2/1973,37.437436,-120.711733,0
fraud_Waelchi-Wolf,kids_pets,22.25,F,Fairhope,AL,36532,30.5012,-87.8835,27829,"Presenter, broadcasting",21/07/1954,30.667226,-88.856447,0
fraud_Ruecker-Mayert,kids_pets,198.65,M,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",30/06/1965,40.670876,-74.14936,0
fraud_Gulgowski LLC,home,46.45,F,Belle Fourche,SD,57717,44.6723,-103.8396,8007,Hospital pharmacist,17/09/1940,44.187793,-102.85688,0
fraud_Conroy Ltd,shopping_pos,10.41,F,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,29/08/1981,39.203525,-79.835857,0
fraud_Champlin and Sons,home,57.65,M,Kingsville,MD,21087,39.4558,-76.4147,5451,Science writer,5/12/1961,39.293991,-75.751092,0
fraud_Goyette-Gerhold,kids_pets,4.77,F,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,17/12/1986,39.564181,-78.771646,0
fraud_Thompson-Gleason,health_fitness,8.33,M,Newport,ME,4953,44.8393,-69.2675,3228,Lexicographer,28/12/1995,45.424938,-69.367183,0
fraud_Gottlieb-Hansen,personal_care,10.27,F,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,23/11/1997,45.116111,-89.421137,0
fraud_Gutmann-Upton,misc_pos,72.15,F,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,20/02/2000,49.595204,-94.162048,0
fraud_Ziemann-Waters,health_fitness,26.71,F,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,20/09/1945,42.348054,-75.549387,0
fraud_Spencer PLC,entertainment,31.29,M,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",28/12/1974,41.529755,-82.533268,0
"fraud_Hyatt, Russel and Gleichner",health_fitness,91.22,M,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,28/07/1973,42.090138,-80.539338,0
fraud_Abshire PLC,entertainment,82.43,M,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,27/08/1978,40.736816,-106.087501,0
"fraud_Bradtke, Torp and Bahringer",personal_care,145.44,F,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",7/10/1998,41.249287,-86.143028,0
fraud_Goyette-Gerhold,kids_pets,12.99,F,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,20/08/1971,41.270973,-95.633647,0
fraud_Abbott-Rogahn,entertainment,59.46,F,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,24/12/1974,38.577665,-89.986059,0
"fraud_Kihn, Brakus and Goyette",personal_care,157.18,M,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",2/1/1979,26.772322,-82.336029,0
fraud_Bahringer-Streich,food_dining,69.7,M,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,9/6/1973,38.735038,-77.401301,0
"fraud_Roob, Conn and Tremblay",shopping_pos,7.28,F,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",25/08/1983,40.735303,-81.897627,0
fraud_Barrows PLC,shopping_pos,1.96,F,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,9/5/1992,38.991925,-104.792039,0
fraud_Towne LLC,misc_pos,138.43,M,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,29/01/2005,41.453858,-82.6144,0
fraud_Schmeler Inc,misc_pos,77.42,M,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,13/06/1987,32.129627,-96.268365,0
"fraud_Moore, Williamson and Emmerich",home,81.58,M,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,7/2/1973,35.504047,-120.97383,0
fraud_Runte-Mohr,food_dining,34.75,M,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,13/07/1990,40.598222,-94.038983,0
"fraud_Schmeler, Bashirian and Price",shopping_net,6.83,M,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,9/10/1970,41.81589,-78.452817,0
fraud_Schuppe LLC,entertainment,106.74,F,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,14/10/1983,31.462285,-95.548695,0
fraud_Skiles LLC,home,55.94,F,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",5/1/1972,31.085591,-87.224473,0
fraud_Hammes-Beatty,kids_pets,107.09,M,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,24/06/1966,35.186415,-96.627764,0
fraud_Beer-Jast,kids_pets,5.35,F,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25/03/1988,41.813034,-91.575474,0
"fraud_Lang, Towne and Schuppe",kids_pets,83.63,F,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",22/04/1994,35.637383,-83.186239,0
fraud_Kozey-McDermott,travel,494.6,M,Mc Intosh,SD,57641,45.7084,-101.1546,295,"Designer, industrial/product",26/01/1981,45.281971,-100.328082,0
fraud_Kassulke PLC,shopping_net,58.85,F,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,8/4/1993,34.461233,-91.895628,0
"fraud_Lakin, Ferry and Beatty",food_dining,312.57,M,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,22/11/1980,43.116664,-71.674267,0
"fraud_Koss, McLaughlin and Mayer",food_dining,12.56,M,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,19/05/1984,33.972927,-88.889918,0
"fraud_Little, Gutmann and Lynch",shopping_net,9.87,F,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,30/12/2004,38.909107,-96.341277,0
fraud_Barton Inc,grocery_pos,70.69,M,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,12/3/1997,40.378492,-120.18311,0
fraud_Gerhold LLC,home,14.3,M,Knowlesville,NY,14479,43.2363,-78.3138,275,TEFL teacher,18/08/1964,42.542286,-78.54124,0
fraud_Bode-Rempel,kids_pets,37.35,F,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,37.196358,-86.006455,0
fraud_Dach-Nader,misc_net,116.69,M,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,14/09/2003,30.450412,-82.725708,0
fraud_Schuppe-Schuppe,food_dining,3.9,M,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,30/07/1982,34.916497,-118.030296,0
fraud_Bahringer-Streich,food_dining,12.22,F,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,10/3/1974,48.190921,-122.984128,0
fraud_Romaguera Ltd,health_fitness,23.78,M,Summerfield,NC,27358,36.2245,-79.8901,14075,"Buyer, industrial",22/04/1929,36.060308,-79.4846,0
"fraud_Hagenes, Kohler and Hoppe",food_dining,43.96,F,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,17/04/1970,45.490007,-70.785125,0
fraud_Schoen Ltd,kids_pets,58.33,F,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",5/1/1954,35.768985,-92.662535,0
"fraud_Bradtke, Torp and Bahringer",personal_care,11.56,M,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,28/05/1959,39.724318,-94.68032,0
fraud_Reilly LLC,home,12.62,M,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,11/9/1975,43.905941,-88.36887,0
fraud_Beier and Sons,home,6.61,F,Belle Fourche,SD,57717,44.6723,-103.8396,8007,Hospital pharmacist,17/09/1940,44.649394,-103.714054,0
fraud_Auer-West,shopping_net,7.1,F,Mountain Center,CA,92561,33.6401,-116.5567,1661,"Therapist, music",19/09/1988,33.110792,-116.058698,0
"fraud_Schroeder, Hauck and Treutel",entertainment,58.64,M,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,29/09/1976,41.144556,-80.17322,0
fraud_Torp-Lemke,misc_pos,5.51,M,Washington,DC,20017,38.9367,-76.994,601723,"Psychotherapist, child",4/2/1991,38.521995,-77.87214,0
fraud_Prosacco LLC,personal_care,44.96,M,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",20/03/1962,41.464551,-79.396878,0
fraud_Mohr-Bayer,shopping_net,5.03,F,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,13/03/1991,38.398083,-86.060854,0
fraud_Stamm-Rodriguez,misc_pos,477.95,M,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,26/02/1993,27.181858,-81.69874,0
"fraud_O'Reilly, Mohr and Purdy",home,41.91,F,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,20/08/1971,41.530617,-95.206238,0
